accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
3,1,1,1,117,2,4,6
4,1,2,2,84,2,1125,1
2,1,1,1,105,2,1125,0
4,1,0,2,175,3,90,3
2,1,1,2,175,1,1125,0
2,1,1,1,75,3,120,0
6,1.5,2,2,234,3,1125,7
2,1,1,1,80,1,1125,2
4,1,1,2,129,1,1125,10
10,1.5,2,4,194,2,29,70
2,1,1,1,75,1,1125,0
2,1,0,1,80,3,1125,8
9,2,3,3,225,3,1125,2
2,1,1,1,125,1,1125,0
6,2.5,3,4,300,2,1125,8
5,1,1,3,130,2,1125,51
1,1.5,1,1,56,4,1125,1
2,1,1,1,105,1,1125,0
6,2.5,2,3,245,7,1125,0
4,1,1,1,95,2,365,98
8,1,2,5,140,2,30,6
2,1,1,1,75,2,1125,17
2,1.5,1,1,79,6,1125,8
3,1,1,1,115,2,7,15
5,1,2,2,225,1,1125,0
4,1,1,1,229,3,90,0
6,1,2,5,250,3,90,10
2,1,1,1,40,4,1125,0
6,1.5,2,2,150,3,1125,6
3,1,1,1,129,2,1125,8
4,2.5,2,2,225,2,365,16
5,2.5,2,2,300,2,360,0
6,1,1,2,95,1,1125,1
4,1,1,2,125,3,28,23
4,1,2,2,185,3,1125,0
2,1,1,1,90,2,5,18
4,2,2,2,198,1,1125,1
4,1,1,2,120,2,7,75
2,1.5,1,1,150,3,150,10
8,2.5,3,4,260,3,180,38
3,1,1,1,99,1,7,18
1,1,1,1,140,1,1125,0
2,1,1,1,99,1,7,11
2,1,1,1,75,1,1125,2
2,1,0,1,100,2,14,1
2,1,1,1,150,1,1125,1
1,1.5,1,1,89,1,1125,35
4,1,1,2,115,4,1125,6
3,1,1,1,165,1,1125,21
3,1,1,1,108,1,1125,4
2,1,1,1,165,3,1125,3
1,1,1,1,45,1,1125,8
4,1,1,2,119,1,1125,0
4,1,1,2,85,1,1125,0
3,1,0,2,93,6,1125,3
4,1,0,2,108,2,7,30
4,1,0,2,126,1,1125,26
2,1,1,1,75,1,1125,0
2,1,0,1,100,2,1125,9
2,1,0,1,82,1,1125,2
2,1,1,1,100,1,7,5
2,1,1,1,110,3,30,1
4,1,,1,149,4,365,34
5,1,1,2,149,1,1125,3
2,1,1,1,125,1,1125,0
3,1,1,2,105,1,1125,15
4,1,0,1,91,1,1125,0
6,2,2,4,209,1,1125,1
3,,1,1,200,7,7,0
4,1,2,2,124,2,1125,37
2,1.5,1,1,99,2,365,80
2,1,1,1,109,2,14,19
4,2,2,2,149,1,1125,2
2,1,0,1,146,1,1125,33
6,2.5,2,2,190,2,1125,35
2,1,1,1,145,3,1125,6
6,2,2,3,185,6,1125,8
3,1,1,1,140,1,30,10
4,1,1,1,130,2,1125,1
4,1,1,2,149,14,1125,17
2,1,1,1,85,1,60,248
2,1,1,1,160,2,1125,16
4,1,1,2,99,1,1125,3
3,1,1,1,117,1,1125,3
3,1,1,1,100,5,1125,1
3,1,0,2,93,4,365,0
2,1,1,1,107,1,1125,16
2,1,1,1,150,2,90,22
4,1,1,2,129,1,1125,0
2,1,0,1,95,2,1125,20
3,1,1,1,140,3,1125,4
2,1,1,1,125,1,1125,1
2,1,0,1,100,1,1125,8
2,1,1,1,130,1,7,6
2,2,1,1,60,1,1125,0
2,1,1,1,140,2,7,28
2,1,0,1,85,2,1125,13
4,,1,1,118,3,365,25
1,1,0,1,139,1,5,14
3,1,0,2,115,2,7,20
3,1,0,1,89,1,10,0
6,1,2,4,189,1,1125,1
2,1,1,1,90,3,1125,3
1,1,1,1,70,1,1125,1
4,1,0,2,80,6,21,1
2,1,1,1,65,1,1125,0
3,1,1,1,125,5,30,16
6,1,2,4,199,1,1125,0
3,1,0,1,115,1,1125,0
2,1,1,1,125,1,10,0
3,1.5,1,1,168,2,1125,5
1,1,1,1,75,2,5,4
2,1.5,1,1,150,2,1125,2
2,1,1,1,84,2,1125,17
2,1,1,1,75,2,1125,6
5,2,2,2,163,2,1125,2
1,1,1,1,95,4,365,2
2,1,1,1,95,2,8,69
4,1,2,3,200,1,1125,3
4,1,1,1,150,2,14,18
3,1,0,2,138,2,150,68
4,1,1,1,90,2,30,1
1,1,1,1,100,14,45,0
2,1,1,1,115,1,1125,37
8,2,3,5,246,4,1125,0
6,1,2,4,199,1,1125,0
2,1,,1,125,4,365,31
1,1,1,1,43,1,1125,1
2,1,1,1,139,2,7,6
8,2.5,3,4,550,3,1125,8
1,4,1,1,79,5,365,5
7,2,3,3,250,2,1125,1
6,2,2,4,199,1,1125,0
6,1,1,4,129,2,1125,118
4,1,1,1,99,6,30,16
4,1,2,2,128,1,1125,9
6,1,2,3,210,2,14,5
4,1,1,1,119,3,1125,1
2,1,0,1,95,1,1125,2
2,1,1,1,120,2,60,108
2,1,1,1,90,2,1125,18
2,1,1,1,115,2,1125,4
2,1,1,1,160,2,7,12
2,1,1,1,25,1,1125,1
2,1,1,1,70,3,1125,57
3,1,0,1,175,1,1125,5
2,1,1,1,101,1,1125,0
2,1,1,1,85,1,1125,0
3,1,1,1,170,3,14,49
4,1,1,2,159,1,1125,0
3,1,2,2,200,1,1125,6
2,1,1,1,139,2,90,0
3,1,1,1,275,1,1125,11
1,1,1,1,159,1,1125,1
2,1,1,1,97,3,1125,2
4,1,1,2,110,1,1125,1
3,2,2,3,169,3,1125,34
2,1.5,1,1,100,1,1125,3
1,1,1,1,99,3,1125,22
1,1,1,1,225,1,1125,0
1,1,1,1,80,1,30,68
2,1,1,1,110,1,1125,10
2,1,1,1,95,2,1125,11
4,1,1,2,95,2,31,46
2,1,1,1,159,3,180,12
2,1,0,1,150,3,30,3
1,1,1,1,90,1,4,77
2,1,1,1,101,2,1125,0
1,1,0,1,149,1,1125,0
1,2,1,1,89,1,1125,13
1,1,1,1,60,1,5,1
3,1,1,1,99,3,1125,1
2,1,1,1,125,3,14,3
2,1,0,1,120,2,1125,7
5,1,2,5,180,3,1125,4
3,1,1,1,115,2,1125,0
2,1,1,1,109,1,1125,22
6,2.5,2,2,399,2,1125,1
4,2,1,2,185,1,5,2
2,1,1,1,90,3,100,67
3,2,1,2,209,3,1125,9
3,1,1,1,139,3,1125,9
2,1,0,1,125,1,1125,6
3,2,2,2,165,3,1125,0
3,1,1,1,108,4,1125,0
3,1,1,1,120,3,90,21
3,2,2,1,150,1,1125,0
4,2,2,2,295,4,100,31
2,1,1,1,110,2,1125,8
5,2,2,2,225,1,5,1
1,1,1,1,55,1,60,7
3,1,1,1,119,1,1125,0
1,1,1,1,78,1,21,20
3,1,1,1,139,2,1125,17
2,1,1,1,85,2,180,18
2,1,0,1,82,3,365,11
9,2,2,6,160,1,1125,43
4,1,1,1,100,3,50,1
2,1,0,1,125,2,1125,7
6,2,2,2,130,1,365,6
6,1,2,2,150,2,365,15
4,1,0,1,90,3,1125,1
2,1,1,1,80,4,10,19
3,1,1,1,105,1,1125,3
3,1,1,1,125,3,1125,4
2,1,0,1,85,4,1125,0
5,1,1,3,275,3,1125,9
1,1,1,1,79,3,28,1
1,1,1,1,45,1,14,39
2,1,1,1,80,1,1125,9
2,1,0,1,60,7,25,0
3,1,1,1,125,2,4,0
2,1,1,1,170,1,1125,0
2,1,0,1,102,3,365,29
2,1,1,1,120,2,1125,6
2,1,0,1,115,1,1125,30
2,1,1,1,117,3,1125,5
2,1,1,1,125,1,1125,8
4,2,2,2,199,1,15,0
1,1,1,1,60,1,1125,0
4,1,1,1,85,1,1125,3
2,1,1,2,135,1,1125,39
2,1,1,1,99,1,1125,9
2,1,1,1,150,1,1125,12
2,1,1,1,85,2,30,9
2,1,1,1,125,1,1125,1
2,1,1,1,83,2,1125,3
2,1,1,1,275,1,1125,0
2,1,1,1,70,1,1125,14
2,1,1,1,99,5,1125,0
2,1,1,1,72,1,1125,4
1,1,1,1,110,1,1125,0
3,1,1,1,165,2,7,50
4,1,1,2,159,1,1125,0
1,2,1,1,89,1,1125,5
2,1,0,2,99,2,1125,5
2,1,1,1,130,2,15,4
4,2,2,3,225,1,1125,1
2,1,1,1,150,1,1125,4
4,1,1,2,125,3,365,49
2,1,1,1,100,1,1125,0
2,1,2,2,225,4,1125,3
2,1,1,1,105,4,10,3
2,1,1,1,119,1,1125,0
2,1,1,1,105,2,1125,34
2,1,1,1,51,1,1125,87
4,1.5,2,2,168,2,28,22
2,1,1,1,110,1,1125,38
2,1.5,1,1,209,4,365,7
3,1,1,1,100,10,1125,1
3,1,1,1,102,2,1125,3
3,2,1,2,200,1,1125,0
4,1,0,1,75,4,1125,6
2,1,1,1,127,14,30,0
4,1,2,2,180,10,20,26
3,1,1,1,200,1,1125,0
2,1,1,1,120,2,1125,4
1,1,1,1,50,4,1125,0
2,1,1,1,80,1,1125,15
2,1,0,1,75,1,1125,3
6,1,2,3,135,1,1125,154
3,1,1,1,120,1,1125,10
2,1,1,1,120,1,1125,0
2,1,1,1,89,1,1125,0
4,1.5,2,3,185,1,31,38
4,1,2,2,160,7,365,9
6,1,2,4,189,1,1125,0
3,1,1,1,99,2,5,15
1,1,1,1,72,3,70,110
4,1,1,1,125,3,1125,8
2,1,1,1,150,1,1125,8
4,1,1,1,155,3,365,14
3,2,2,2,150,14,30,0
3,1,0,1,80,1,1125,8
4,1,1,1,110,1,1125,57
2,1,1,1,130,3,1125,4
4,1,1,2,99,2,19,35
1,1.5,1,1,68,1,1125,27
2,2,1,1,80,1,1125,6
4,1,1,2,200,2,1125,0
2,1,1,1,75,1,1125,10
4,1,1,1,99,3,7,3
4,1,1,1,70,1,6,0
4,1,1,3,85,2,1125,35
2,1,1,1,115,1,1125,1
1,1.5,1,1,80,2,1125,8
1,2,1,1,40,4,365,1
1,1,1,1,47,1,1125,3
6,1,2,5,149,1,365,32
2,1.5,1,1,95,2,1125,2
2,1,0,1,110,2,1125,14
4,1,2,2,139,2,1125,6
5,1,1,4,150,1,29,44
2,1,1,1,50,2,1125,47
6,1,2,3,134,2,365,29
1,1,1,1,25,7,1125,2
1,1,1,1,28,3,120,0
1,1,1,1,90,1,1125,0
2,1,1,1,90,2,1125,6
2,1,1,1,65,1,1125,41
3,1,1,2,89,3,30,13
2,1,1,1,85,2,45,5
2,1,1,1,100,2,1125,6
3,1,1,1,85,3,1125,51
1,1,1,1,50,1,1125,1
2,1.5,1,1,88,2,60,11
4,1,1,1,109,2,1125,40
1,1,1,1,275,2,2,0
5,2.5,3,3,290,3,30,31
4,1,2,2,175,2,4,4
2,1.5,1,1,117,1,1125,1
6,2.5,3,3,350,3,1125,0
2,1,1,1,89,2,7,169
3,1,1,1,50,1,1125,1
4,1,1,2,150,3,1125,11
2,1,1,1,90,2,1125,1
8,2.5,2,4,199,2,1125,15
2,1,1,1,104,1,1125,44
4,1,1,2,115,2,90,59
2,1,1,1,75,1,1125,1
4,1,1,1,112,2,1125,53
3,1,1,1,149,14,1125,7
4,1,1,3,200,1,1125,1
2,1,1,2,120,2,1125,4
4,1,2,2,200,1,1125,0
5,2,2,2,209,5,365,26
1,1,1,1,70,14,60,0
4,1,2,2,120,1,7,10
4,1.5,2,2,150,3,1125,1
4,1,2,2,95,1,1125,0
2,1,1,2,110,2,14,1
3,1,1,1,122,2,365,69
16,1,1,2,60,3,60,0
7,3.5,3,4,650,1,1125,0
2,1,1,1,60,2,4,6
2,2,1,1,125,3,1125,14
2,1,2,2,149,3,270,3
6,2.5,2,2,140,1,1125,7
2,1,1,1,168,2,30,14
8,2.5,3,3,189,2,1125,0
2,2,1,1,75,2,1120,114
1,1,1,1,82,2,90,28
4,2.5,2,2,179,2,1125,28
2,1,1,1,72,3,365,45
2,1,1,1,95,2,31,43
4,2,1,2,145,3,1125,18
2,1,1,1,60,1,14,250
2,1,1,2,60,1,30,0
2,1,1,1,70,1,14,4
2,1,1,2,75,2,21,17
2,1,1,1,60,1,1125,0
3,1,0,1,135,1,1125,5
2,1,1,1,56,1,1125,0
2,2.5,1,1,65,1,180,93
2,1,1,1,75,2,7,68
4,1,1,2,98,1,1125,4
1,1,1,1,65,2,5,7
4,1,1,2,500,1,1125,0
2,1.5,1,1,89,1,1125,59
1,1,1,1,300,1,2,0
6,2.5,3,3,249,3,1125,4
2,1,1,1,60,1,1125,4
4,1.5,1,2,79,2,31,33
2,1,1,1,60,2,1125,1
2,1,1,1,89,1,1125,61
2,1,1,1,55,2,1125,3
2,1,1,2,75,5,30,0
3,1,1,1,100,1,5,3
4,1,2,2,400,2,6,0
2,1,1,1,60,1,1125,7
2,1,1,1,75,3,1125,45
2,1,1,1,65,1,1125,51
6,2,2,3,165,2,1125,33
6,1,2,3,115,1,180,24
2,1.5,1,1,85,2,1125,2
2,1,1,1,60,1,7,2
8,2,2,4,2000,1,1125,0
2,1,1,1,90,2,14,13
4,1,1,1,150,1,1125,0
2,1,1,1,89,2,10,311
8,3.5,4,3,250,1,1125,18
2,1,1,1,89,3,30,42
2,1,1,1,90,2,1125,4
3,1,1,2,110,1,1125,39
2,1,1,1,100,3,1125,1
2,1,1,2,80,1,1125,0
2,1,1,1,100,2,1125,1
2,1,0,1,500,1,1125,0
5,1,2,2,400,1,1125,6
8,1.5,4,4,285,2,1125,12
4,1.5,1,2,110,2,1125,2
4,1,2,3,99,2,150,23
4,1.5,2,2,125,5,100,2
2,1,1,1,55,2,1125,3
3,1,1,1,120,2,7,1
2,1,1,1,130,1,1125,1
2,1,1,1,71,1,1125,16
6,2.5,2,2,250,1,1125,0
3,1,1,2,80,1,1125,0
3,1,1,2,105,1,6,2
2,1,1,1,99,1,30,61
2,1,1,1,75,2,1125,20
4,1.5,3,2,146,1,1125,8
4,1,1,2,99,2,12,0
6,1,1,2,60,2,730,2
2,1.5,1,1,90,1,1125,2
4,2,2,2,125,1,1125,1
4,1,1,1,80,1,30,26
2,1,1,1,68,1,1125,2
2,1,1,1,155,1,1125,0
4,1,1,3,105,4,30,1
2,1.5,1,1,79,1,1125,2
4,2,2,2,124,2,1125,1
2,1,1,1,99,1,1125,52
6,1,1,4,140,2,30,142
2,2,1,1,100,3,1125,13
5,2.5,1,2,140,1,1125,0
3,1,1,1,75,7,180,24
3,1,1,1,400,1,1125,0
10,3.5,3,3,375,2,1125,2
2,1.5,1,1,129,2,1125,2
2,1,1,1,79,1,1125,5
2,1,1,1,68,3,1125,24
2,1,1,1,79,28,365,208
1,2,1,1,99,2,365,26
4,1,1,3,75,1,1125,1
4,1,1,2,105,3,1125,21
3,1,2,2,80,1,150,2
2,1,1,1,95,2,1125,16
6,1,2,3,225,1,1125,36
2,1,1,1,85,2,1125,24
2,1.5,1,1,70,1,1125,28
1,1,1,1,69,1,1125,8
2,1,1,1,79,1,1125,10
2,1.5,1,1,95,2,1125,3
2,1,1,1,95,1,14,0
8,2.5,3,3,450,1,1125,9
6,1,2,3,500,3,6,0
2,1,1,1,118,2,1125,9
8,2.5,2,5,195,2,1125,2
2,1,0,1,99,1,1125,0
2,2,1,1,130,3,1125,32
6,2.5,3,3,165,1,1125,0
10,2.5,3,4,350,2,1125,0
2,1.5,1,1,129,1,1125,2
1,1,1,1,78,2,1125,4
3,2,3,3,900,3,7,0
6,2,3,3,249,2,1125,14
2,1,1,2,125,1,1125,0
6,2.5,2,2,199,2,1125,4
8,1,2,4,130,2,30,25
4,1,1,1,75,1,1125,6
3,1,2,2,125,1,61,24
4,1,1,1,140,1,1125,12
2,1,1,1,50,1,7,3
4,1,1,2,150,2,1125,3
4,1,1,2,150,1,1125,4
2,1,0,1,115,1,1125,92
1,1.5,1,1,45,2,4,0
2,1,1,1,40,1,1125,0
15,3.5,5,10,749,3,30,0
5,2.5,3,3,150,2,1125,2
2,2,1,1,120,1,1125,1
2,1,0,1,115,1,1125,30
5,2.5,2,2,215,5,7,0
6,1.5,3,3,250,2,1125,1
4,1,1,1,480,1,1125,0
4,1,2,2,160,1,70,50
4,1,1,2,119,1,1125,4
4,1,1,1,398,2,30,0
2,1,1,1,79,2,1125,9
4,1.5,1,1,62,1,1125,1
3,1,1,1,120,3,1125,0
4,1,1,1,60,2,1125,1
4,1,2,2,100,1,1125,0
2,1,1,1,68,2,365,43
4,1,1,2,95,1,1125,4
9,2.5,3,6,399,1,45,24
4,2,2,2,125,2,1125,13
2,1,0,1,95,2,21,88
2,1,1,1,69,2,42,16
2,1,1,1,75,1,1125,0
2,1,1,1,50,1,1125,1
2,1,1,1,200,1,1125,2
1,1,1,1,88,7,14,0
4,1,1,3,100,1,1125,3
4,1,1,1,75,5,9,0
3,1,0,1,95,3,1125,11
2,1,1,1,110,2,1125,15
2,1.5,1,1,80,1,1125,1
5,1.5,3,3,120,3,1125,0
2,2,1,1,120,2,1125,10
1,1,1,1,65,1,10,3
4,1,1,2,175,2,31,29
3,1,1,1,85,1,7,1
2,1,2,2,90,2,1125,2
4,1,1,1,125,2,1125,42
2,1,1,1,95,1,29,17
8,2,3,7,300,1,1125,62
2,1,1,1,110,2,1125,2
6,2,2,3,249,2,1125,10
3,1,1,1,200,1,1125,3
1,1,1,1,90,1,1125,0
2,1.5,1,1,64,1,1125,1
8,2,3,4,200,1,1125,0
2,1,1,1,130,1,1125,2
2,1.5,1,1,65,1,1125,1
2,1,1,1,128,1,1125,1
2,1,1,2,79,1,1125,1
3,1,1,1,95,1,90,111
4,1,1,2,129,1,1125,7
4,1,1,2,110,4,1125,5
4,1,1,1,85,3,5,26
3,1,1,2,85,1,1125,7
4,1,1,2,90,1,1125,3
4,1,1,2,120,1,1125,6
3,1,1,1,100,1,1125,4
2,1,1,1,150,2,6,0
2,2.5,1,1,110,1,1125,11
2,1,1,1,150,1,1125,0
2,1.5,1,1,72,1,1125,1
2,1,1,1,88,1,30,48
4,1,1,2,110,2,1125,26
2,1,1,1,100,2,30,45
1,1,1,1,100,1,1125,1
4,1,1,2,150,2,1125,1
4,1,1,1,110,2,1125,0
2,2,1,1,55,1,21,171
4,2.5,2,3,200,3,28,44
15,4,5,9,245,3,30,0
2,2,1,1,49,2,7,10
2,1,1,1,140,2,14,9
2,1,2,2,500,1,1125,0
6,1,2,2,109,3,1125,2
2,1,1,1,70,1,1125,14
1,1,0,1,75,4,20,1
2,1,1,1,85,1,1125,0
2,1,1,1,120,1,1125,1
4,1,1,2,70,2,1125,35
6,2.5,3,3,199,1,14,10
5,2.5,2,2,299,1,1125,16
2,1,1,1,130,1,1125,3
3,1,0,2,110,2,31,1
5,2,2,3,217,3,730,19
6,2,3,4,345,3,9,0
2,1,1,1,59,1,1125,3
1,1,1,2,75,1,1125,5
4,1,2,2,165,2,1125,2
6,1,2,3,138,2,365,68
2,1,1,2,68,1,90,20
2,1,1,1,95,2,1125,6
4,2,2,2,114,4,1125,2
3,1,1,2,115,2,1125,2
3,1,1,1,90,1,3,1
4,1,1,2,90,2,1125,0
4,1,1,2,150,2,1125,22
2,1,1,1,90,1,1125,98
2,1,1,1,120,2,1125,15
2,1.5,1,1,85,2,120,3
2,1,1,1,30,2,28,0
2,1,0,2,95,1,1125,5
2,1,1,1,60,1,15,5
2,1,1,2,85,3,1200,1
2,1,1,1,50,1,3,8
2,1,0,1,120,1,1125,8
3,2,2,1,140,2,1125,7
4,1,2,1,299,2,1125,5
3,1,1,1,85,1,92,2
6,2,2,3,175,1,1125,62
6,1,2,2,165,3,30,0
4,1,1,2,54,1,1125,53
2,1,1,1,49,2,30,23
4,1,1,2,129,2,7,16
3,1,1,1,110,3,365,34
4,1,1,2,150,4,1125,3
6,1,0,1,119,1,30,161
2,1,1,1,55,1,1125,8
4,1,1,2,168,3,14,31
1,1,1,1,55,5,1125,0
2,1,1,1,90,1,1125,6
2,1,0,1,105,1,1125,28
2,1,1,1,109,1,3,2
2,1,1,1,85,1,1125,9
3,1,1,1,120,1,1125,1
2,1,1,1,104,2,1125,19
2,1,0,1,90,2,180,5
2,1,1,1,97,1,1125,0
1,1,1,1,130,1,1125,0
2,2.5,1,1,100,1,4,1
3,1,1,2,85,1,2,0
2,1,1,1,89,4,1125,1
4,1,2,2,129,3,8,49
2,1,1,1,90,1,1125,0
1,1.5,1,1,67,5,60,22
3,1.5,1,2,89,1,30,40
2,1,1,2,63,1,1125,13
2,1,0,1,65,2,1125,13
3,2,3,2,120,1,1125,0
4,2,2,2,85,7,30,6
2,1,0,1,99,2,1125,31
4,1,3,3,250,5,1125,0
8,1.5,3,5,425,3,27,3
3,1,0,1,65,2,7,1
2,1,1,1,59,2,2000,92
4,2,2,2,175,3,1125,0
1,1,1,1,49,4,180,0
2,1,1,1,69,1,1125,6
3,1,1,1,171,3,1125,0
7,2.5,2,4,209,2,1125,10
2,1,0,1,70,1,1125,0
2,1,1,1,94,1,1125,0
1,1,1,1,25,1,1125,1
2,1,1,1,60,1,14,12
4,1,1,1,149,1,1125,5
5,2,1,1,136,7,14,1
2,1,0,1,90,1,1125,9
2,1,1,1,95,1,1125,13
7,2,3,3,750,2,2,0
2,1,1,1,95,2,1125,10
4,1,1,2,80,2,13,2
2,1,1,2,101,5,1125,4
2,1,1,1,90,2,1125,12
1,1,1,1,40,2,1125,105
4,1,2,2,124,3,1125,11
2,1,1,1,75,1,1125,7
2,1,1,1,70,1,7,33
2,1,1,1,85,2,1125,13
2,2,1,1,70,1,1125,1
2,1,1,1,109,3,1125,25
3,1,1,2,98,1,1125,1
5,2.5,2,3,280,2,30,1
2,1,1,1,80,3,180,2
2,1,1,1,65,1,1125,1
2,1,1,1,65,2,1125,113
2,1,1,1,152,2,7,12
2,1.5,2,1,125,7,1125,0
4,1,0,2,94,1,30,51
4,1,1,2,135,2,1125,64
4,1,2,3,220,2,1125,4
2,1,1,1,125,1,1125,22
3,1,0,2,125,3,1125,15
2,1,0,1,135,3,365,13
4,1,1,2,143,1,60,32
2,1,1,1,149,4,365,8
2,1,1,1,100,1,1125,9
2,1,1,2,115,1,1125,3
2,1,0,1,100,1,1125,0
2,1,0,1,148,3,1125,0
2,1,1,1,90,1,1125,4
2,1,1,1,103,2,1125,45
2,1,1,1,85,1,1125,0
2,1,1,1,80,1,1125,10
2,1,1,1,100,2,40,14
2,1,1,1,75,1,1125,30
6,2,2,3,250,5,730,0
2,1,1,1,115,2,1125,6
2,1,1,1,48,1,1125,4
4,1,1,2,120,2,14,4
4,1,1,1,117,4,60,15
5,2,2,2,145,2,1125,12
6,1,2,2,148,1,1125,54
8,4.5,4,4,600,1,1125,32
2,1,1,1,53,1,1125,0
6,2,2,2,199,1,3,25
1,1,0,1,60,1,1125,0
3,1,1,1,145,2,1125,0
2,1,1,1,99,5,1125,0
6,1,2,3,150,1,1125,1
2,1,0,2,65,1,1125,1
5,1,2,3,119,3,1125,10
4,1,2,2,145,3,1125,4
2,1,1,1,80,1,1125,3
4,1,1,2,125,1,1125,5
3,1,1,1,75,2,1125,1
2,1,0,1,100,2,1125,2
4,1,1,2,125,1,1125,16
2,1,1,1,75,1,1125,8
1,1,1,1,90,1,5,2
2,1,1,1,115,1,1125,14
2,1.5,1,1,75,2,30,25
5,1,2,2,225,2,1125,0
1,0.5,1,1,45,1,1125,3
2,1,0,1,125,1,9,12
6,1,2,2,200,1,1125,0
4,1,1,1,90,3,21,1
1,,1,,40,1,1125,0
5,2,2,2,258,3,1125,0
2,1,1,1,65,2,1125,2
2,1,1,1,49,1,1125,5
8,2,3,5,450,3,730,10
8,2.5,3,4,325,2,14,16
3,1,1,1,150,1,1125,1
2,1,1,1,50,1,1125,0
2,2,1,1,56,2,1125,4
7,1,1,3,178,1,1125,3
2,1,,1,129,3,900,14
6,1,2,4,120,2,1125,0
2,1,0,1,80,1,9,5
3,1,1,1,99,2,93,27
4,1,1,2,100,1,1125,4
6,1.5,3,3,135,3,1125,4
2,1,1,1,125,1,1125,1
1,1,1,1,55,2,14,1
2,1,1,1,79,1,1125,4
3,1,2,2,99,1,1125,4
3,1,1,1,85,2,30,38
2,1,0,1,155,2,1125,9
3,1,0,2,95,3,30,0
4,1,1,2,70,14,1125,0
5,2,2,2,225,3,1125,39
2,1,1,2,105,3,1125,3
2,1,1,1,70,1,30,2
5,2.5,2,2,315,4,12,0
2,1,1,1,110,1,1125,0
4,1,1,2,99,2,7,12
2,1,0,1,105,1,1125,0
4,1,1,2,125,1,1125,9
6,2,2,2,200,2,1125,5
2,1,1,1,100,3,1125,6
2,1,1,1,119,4,14,3
4,2.5,3,3,220,3,80,8
2,1,1,1,75,2,1125,8
2,1.5,1,2,160,2,14,1
2,2.5,1,1,118,2,730,206
4,1,2,2,108,3,180,1
1,1,1,1,75,1,1125,2
2,1,1,1,59,1,1125,1
2,1,1,1,82,1,1125,25
4,1.5,1,1,550,1,1,0
3,1,1,2,120,1,1125,8
4,1,1,2,110,3,20,15
8,2.5,5,5,300,1,1125,2
4,1,0,2,85,1,7,1
8,1.5,3,3,279,1,1125,0
2,1,1,1,180,3,1125,1
4,2,2,2,279,7,365,1
2,1,1,1,65,2,1125,8
6,2,3,5,190,2,365,7
7,1,2,3,181,3,150,48
5,1,1,2,125,2,365,24
2,1,0,1,93,3,6,10
1,1,1,1,100,1,3,2
2,2.5,1,1,99,2,730,175
2,1,1,1,120,1,1125,0
2,1,1,1,109,2,1125,20
3,1,1,2,100,2,12,8
2,1,1,1,100,1,1125,6
2,1.5,1,1,99,1,1125,0
4,1,1,1,140,2,18,3
6,2.5,2,2,154,2,10,18
